Project Name (Link),Valuation,GC: Company Name,County,Target Start Date,Target Completion Date,Primary Project Type,Owner: Company Name,Owner: Company Phone,Work Type,Address,City,GC: Company Phone,GC: Company Address,GC: Company City,GC: Contact Name,GC: Company County,GC: Company Email,Delivery System,Specs Available,GC: Company Website,Tags (Private),Tags (Shared),User Notes,Comments
160 Freelon Affordable Housing Development,$ 15000000 - $ 24999999,Guzman Construction,SAN FRANCISCO,2025-09-01,2027-07-01,Apartments/Condominiums 4  Stories,San Francisco Housing Development Corp,4158221022.0,New Project,160 Freelon St,SAN FRANCISCO,4158212522.0,885 Folsom St,San Francisco,Miguel Guzman,SAN FRANCISCO,miguel@guzmangc.com,Design-Bid-Build,Y,https://www.guzmangc.com/,,,,
Bocce Court & Van Ness Street Retaining Wall Replace,$ 500000 - $ 2999999,,SAN FRANCISCO,2025-09-01,,Site Development,National Park Service,6179391144.0,"Alterations, New Project",2 Marina Blvd,SAN FRANCISCO,,,,,,,Design-Bid-Build,Y,,,,,
San Jose Performing Art Chiller Cooling Tower&Boiler Replace,$ 5940284,"Mesa Energy Systems, Inc.",SANTA CLARA,2025-10-01,2027-08-01,Theater/Auditorium,City of San Jose,4085358300.0,"Alterations, New Project",255 S Almaden Blvd,SAN JOSE,5106701690.0,14450 Doolittle Dr,San Leandro,,ALAMEDA,jphillips@emcor.net,Design-Bid-Build,Y,,,,,
Sunnyvale MS Campus Modernization Inc 1 LEASE/LEASE BACK,$ 29000000,Blach Construction,SANTA CLARA,2025-10-01,,Middle/Senior High School,Sunnyvale School District,4085228200.0,New Project,1080 Mango Ave,SUNNYVALE,4088863620.0,2244 Blach Pl Ste 100,San Jose,Chelsy Jurado,SANTA CLARA,chelsy.jurado@blach.com,Design-Bid-Build,Y,https://www.blach.com/,,,,
Shelter Creek Sewer Main Replacement,$ 1000000,,SAN MATEO,2025-10-01,,Sanitary Sewer,City of San Bruno,,"Alterations, New Project",Shelter Creek Ln,SAN BRUNO,,,,,,,Design-Bid-Build,N,,,,,
Recurso de Fuerza Village/Tiny Village Navigation Center,$ 1000000 - $ 2999999,,SANTA CRUZ,2025-07-01,2025-11-01,Dormitory,Dignity Moves,7144015836.0,New Project,118 1st St,WATSONVILLE,,,,,,,,N,,,,,
Brannan Street Outfall Improvements,$ 3318205,,SAN FRANCISCO,2025-09-01,,Storm Sewer,San Francisco Public Utilities Commission,4155543106.0,"Alterations, New Project",Brannan St,SAN FRANCISCO,,,,,,,Design-Bid-Build,Y,,,,,
Arrowhead/Burns Valley & Olympic Dr Rehab,$ 5100000,,LAKE,2025-09-01,,Paving,City of Clearlake,9712415895.0,New Project,Burns Valley Rd Various Locations,CLEARLAKE,,,,,,,Design-Bid-Build,N,,,,,
Airfield Lighting Controls Upgrade,$ 1000000 - $ 2999999,,SOLANO,2025-09-01,,Airport Lighting,Department of the Air Force 60 CONS/LGC,7074247724.0,"Alterations, New Project",,FAIRFIELD,,,,,,,Design-Bid-Build,N,,,,,
Jade St Community Center Patio Improvements,$ 1054979,SSB Construction,SANTA CRUZ,2025-09-01,,Miscellaneous Recreational,"Capitola, City of",8314757300.0,"Alterations, New Project",4400 Jade St,CAPITOLA,8443263826.0,16208 Parkside Way SE,Renton,Joseph Darpl,KING,michelle.wee@construction.com,Design-Bid-Build,Y,,,,,
RFP/GC: Chabot College Bldg 3000 Warehouse & Garage Maint.,$ 1000000 - $ 2999999,,ALAMEDA,2025-11-01,,Warehouse,Chabot-Las Positas Community College District,9254855233.0,"Alterations, New Project",25555 Hesperian Blvd,HAYWARD,,,,,,,Design-Bid-Build,N,,,,,
The Gates Mixed Use Development,$ 15000000 - $ 24999999,City Ventures,SANTA CLARA,2025-08-01,2026-07-01,Apartments/Condominiums 1-3 Stories,,,New Project,Monterey Hwy & Cochrane Rd,MORGAN HILL,6502488388.0,444 Spear St Ste 200,San Francisco,,SAN FRANCISCO,info@cityventures.com,Owner Uses Own Forces,N,https://www.cityventures.com,,,,
Santa Clara Levis Stadium Fence Improvements,$ 1016223,Golden Bay Fence,SANTA CLARA,2025-09-01,,Site Development,Santa Clara Valley Transportation Authority (VTA),4083212300.0,"Alterations, New Project",Centennial Blvd & Calle del Sol Lick Mill Blvd and Renaissance Dr,SANTA CLARA,2099449754.0,4104 S B St,Stockton,Paul Chavez,SAN JOAQUIN,acrivello@goldenbayfence.com,Design-Bid-Build,N,http://www.goldenbayfence.com,,,,
Watsonville Citywide LED Streetlight Installation,$ 500000,,SANTA CRUZ,2025-09-01,2025-10-01,Roadway Lighting,City of Watsonville,8317683010.0,New Project,Various Locations,MOUNT MADONNA,,,,,,,Design-Bid-Build,N,,,,,
Napa - Westwood Interior Streets,$ 8479000,,NAPA,2025-09-01,,Paving,City of Napa Public Works,7072579520.0,"Alterations, New Project",Homewood Ave Various Locations,NAPA,,,,,,,Design-Bid-Build,N,,,,,
Building 30 Electric Power Resiliency,$ 1000000 - $ 5000000,,SAN JOAQUIN,2025-10-01,,Parking Garage,US Defense Logistics Agency,7177707492.0,New Project,25600 S Chrisman Rd,TRACY,,,,,,,Design-Bid-Build,Y,,,,,
West Pipeline Inspection & Rehabilitation Project Phase 2,$ 18000000 - $ 27000000,,SANTA CLARA,2025-10-01,,Water Line,Santa Clara Valley Water District,4082652600.0,"Alterations, New Project",Various Location,SAN JOSE,,,,,,,Design-Bid-Build,N,,,,,
Santa Cruz Co - Soquel Village Sewer Rehabilitation Phase 2,$ 2863183,"Westland Contractors, Inc.",SANTA CRUZ,2025-09-01,,Sanitary Sewer,County of Santa Cruz,8314542792.0,"Alterations, New Project",Various Locations,SANTA CRUZ,5108423663.0,3100 E 10th St Unit A,Oakland,,ALAMEDA,info@westlandcontractorsinc.com,Design-Bid-Build,N,http://www.westlandcontractorsinc.com,,,,
RFP/GC: Electric Vehicle Public Charging Deployment,$ 500000 - $ 749999,,SAN JOAQUIN,2025-10-01,,Vehicle Sales/Service,City of Lodi - City Hall Annex,2093336777.0,New Project,140 Church St Various Locations,LODI,,,,,,,Design-Bid-Build,N,,,,,
Meekland Avenue Improvements,$ 10300000,,ALAMEDA,2025-10-01,,Paving,Alameda County,5106706550.0,"Alterations, New Project",Meekland Avenue E Lewelling BLVD & Blossom Way,HAYWARD,,,,,,,Design-Bid-Build,N,,,,,
Mixed Use Building,$ 15000000 - $ 24999999,,CONTRA COSTA,2025-08-01,2027-07-01,Apartments/Condominiums 4  Stories,Resources for Community Development,5108414410.0,New Project,699 Ygnacio Valley Rd,WALNUT CREEK,,,,,,,,N,,,,,
Blgd 235 Electric Power Resiliency Power Voltaic Installatio,$ 1000000 - $ 5000000,,SAN JOAQUIN,2025-10-01,,Military Facility,US Defense Logistics Agency,7177707492.0,"Alterations, New Project",25600 S Chrisman Rd,TRACY,,,,,,,Design-Bid-Build,Y,,,,,
Estuary Park Phase 2 Site Improvements,$ 6500000,,ALAMEDA,2025-09-01,,Miscellaneous Recreational,City of Alameda Public Works Department,5107477900.0,"Alterations, New Project",201 Mosley Ave,ALAMEDA,,,,,,,Design-Bid-Build,Y,,,,,
Ehle St & Foothill Blvd Line C-8 Drainage Bypass Improvement,$ 521401,"Golden Bay Construction, Inc.",ALAMEDA,2025-09-01,,Storm Sewer,Alameda County Flood Control/Water Conservation,5106705268.0,"Alterations, New Project",Ehle St & Foothill Blvd,SAN LEANDRO,5107832960.0,3826 Depot Rd,Hayward,,ALAMEDA,johnny@gbayinc.com,Design-Bid-Build,N,http://www.goldenbayconstruction.com/,,,,
Silverado Fisheries Base - New Manufactured Home,$ 600000,,NAPA,2025-10-01,,Custom Homes,State of CA Dept of Fish & Wildlife,9163231587.0,New Project,7329 Silverado Trail,Napa,,,,,,,Design-Bid-Build,Y,,,,,
611 Willow Rd Telecommunication Infrastructure Installation,$ 500000 - $ 749999,,SAN MATEO,2025-10-01,,Power Lines,Department of Veterans Affairs,8003828387.0,New Project,611 Willow Rd,MENLO PARK,,,,,,,Design-Bid-Build,Y,,,,,
Bayside Acres Beach Sewer Relocation Phase B3 REBID,$ 500000,,MARIN,2025-10-01,,Sanitary Sewer,San Rafael Sanitation District,4154853385.0,"Alterations, New Project",189 Oak Dr Various Locations,SAN RAFAEL,,,,,,,Design-Bid-Build,Y,,,,,
Bio Solids Material Storage Building - Fort Bragg WWTP,$ 1017421,,MENDOCINO,2025-10-01,,Sewage Treatment Plant,City of Fort Bragg,7079612823.0,New Project,281 Jere Melo Street,FORT BRAGG,,,,,,,Design-Bid-Build,N,,,,,
Pullman Ditch Culvert Replacement,$ 700000 - $ 1000000,,SAN MATEO,2025-10-01,,Storm Sewer,State of CA Dept of Parks & Recreation,9164458843.0,"Alterations, New Project",2 Venice Blvd Roosevelt Beach,HALF MOON BAY,,,,,,,Design-Bid-Build,Y,,,,,
SCUSD Inc 2 Modernization Group 1 Briarwood Elementary,$ 3000000 - $ 4999999,,SANTA CLARA,,,Primary School,Santa Clara Unified School District,4084233244.0,New Project,1930 Townsend Ave,SANTA CLARA,,,,,,,Design-Bid-Build,N,,,,,
SWPCP Booster Station Interim Improvements,$ 20000000,,SAN FRANCISCO,2025-09-01,,Sewage Treatment Plant,San Francisco Public Utilities Commission,4155543136.0,"Alterations, New Project",,San Francisco,,,,,,,Design-Bid-Build,N,,,,,
1905 Tarob Ct Residential Development,$ 5000000 - $ 9999999,Ruggeri-Jensen-Azar,SANTA CLARA,2025-07-01,,Apartments/Condominiums 4  Stories,,,New Project,1905 Tarob Ct,MILPITAS,9252279100.0,4690 Chabot Dr Ste 200,Pleasanton,,ALAMEDA,pruggeri@rja-gps.com,,N,http://www.rja-gps.com/,,,,
Scusd Increment 2 Modernization Group 1 Westwood ES,$ 1000000 - $ 2999999,,SANTA CLARA,,,Primary School,Santa Clara Unified School District,4084233244.0,New Project,435 Saratoga Ave,SANTA CLARA,,,,,,,Design-Bid-Build,Y,,,,,
FY2023-2024 Tracy Boulevard Rehabilitation,$ 500000 - $ 749999,,SAN JOAQUIN,2025-10-01,,Paving,City of Tracy,2098316474.0,"Alterations, New Project",Tracy Blvd,TRACY,,,,,,,Design-Bid-Build,N,,,,,
Miles Lane Sewer Pump Station Rehabilitation REBID,$ 995200,Westrock Engineering,SANTA CRUZ,2025-08-01,,Sewage Treatment Plant,City of Watsonville,8317683462.0,"Alterations, New Project",Miles Ln,WATSONVILLE,4156192496.0,2055 Lombard St,San Francisco,Keith Sammon,SAN FRANCISCO,,Design-Bid-Build,Y,,,,,
San Francisco - Pavement Renovation No. 81 & Sewer Replace,$ 5083488,,SAN FRANCISCO,2025-08-01,,Paving,City & County of San Francisco,6282712567.0,"Alterations, New Project",Various Locations,San Francisco,,,,,,,Design-Bid-Build,Y,,,,,
Campus Parking and Roads - Electric Bus Charger Installation,$ 500000 - $ 749999,,SANTA CRUZ,2025-10-01,,Vehicle Sales/Service,University of California Santa Cruz,8312122226.0,New Project,1156 High St,SANTA CRUZ,,,,,,,Design-Bid-Build,Y,,,,,
South White Road Sanitary Sewer Improvement,$ 650053,,SANTA CLARA,2025-09-01,,Sanitary Sewer,City of San Jose,4085353500.0,"Alterations, New Project",S White Rd Various Locations,SAN JOSE,,,,,,,Design-Bid-Build,N,,,,,
Installation of Four 4 New Sanitary Sewer Pump Stations,$ 500000,,MARIN,2025-10-01,,Sewage Treatment Plant,San Rafael Sanitation District,4154853385.0,New Project,189 Oak Dr Various location,SAN RAFAEL,,,,,,,Design-Bid-Build,Y,,,,,
Heather Farm New Aquatic/Community Center Modifications PH 1,$ 2292010,"Carone & Company, Inc.",CONTRA COSTA,2025-09-01,2027-05-01,Swimming Pool,City of Walnut Creek,9259435839.0,"Alterations, New Project",301 N San Carlos Dr,WALNUT CREEK,9256028800.0,5009 FORNI DR STE A,CONCORD,,CONTRA COSTA,receptionist@caroneandcompanyinc.com,Design/Build,Y,http://www.caroneandcompany.com/,,,,
"Tulip Kids Academy - Lathrop, CA",$ 5000000 - $ 9999999,,SAN JOAQUIN,2025-08-01,,Miscellaneous Education Building,Tulip Kids Inc,4084312098.0,New Project,17380 Golden Valley Pkwy,Lathrop,,,,,,,Design-Bid-Build,N,,,,,
Fair Swim Center Tot Lot Improvement,$ 755000,,SANTA CLARA,2025-09-01,,Park/Playground,City of San Jose,4085353500.0,"Alterations, New Project",,San Jose,,,,,,,Design-Bid-Build,Y,,,,,
Various Location Pavement Renovation and Sewer Replacement N,$ 5083488,,SAN FRANCISCO,2025-09-01,,Paving,San Francisco Public Works,6282712757.0,"Alterations, New Project",Various Locations,SAN FRANCISCO,,,,,,,Design-Bid-Build,N,,,,,
SFSU Building improvements JOC IQC,$ 1000000 - $ 3000000,,SAN FRANCISCO,2025-10-01,,College/University,San Francisco State University,4153381698.0,"Alterations, New Project",1600 Holloway Ave,San Francisco,,,,,,,Design-Bid-Build,Y,,,,,
Capitola Jade Street Park Treasure Cove,$ 2000000,,SANTA CRUZ,2025-10-01,,Park/Playground,"Capitola, City of",8314757300.0,"Alterations, New Project",4400 Jade Street,Capitola,,,,,,,Design-Bid-Build,Y,,,,,
Safe Routes to School Sidewalk Gap Closure - Phase I REBID,$ 1 - $ 2699999,,SAN JOAQUIN,2025-08-01,2025-09-01,Paving,"Stockton, City of",2099377104.0,"Alterations, New Project",1141 E Weber Ave Various Locations,STOCKTON,,,,,,,Design-Bid-Build,N,,,,,
Pilarcitos Wellfield Replacement,$ 1860000,,SAN MATEO,2025-10-01,,Water Treatment Plant,Coastside County Water District,6502760861.0,"Alterations, New Project",,Half Moon Bay,,,,,,,Design-Bid-Build,Y,,,,,
San Antonio Area Sewer Main Improvements Phase 1,$ 2300000,,SANTA CLARA,2025-09-01,,Sanitary Sewer,City of Mountain View,6509046097.0,"Alterations, New Project",190 Showers Dr California Street,MOUNTAIN VIEW,,,,,,,Design-Bid-Build,N,,,,,
Pacifica School District Workforce Housing,$ 44000000,,SAN MATEO,2025-09-01,,Apartments/Condominiums 1-3 Stories,Pacifica School District,6507386686.0,New Project,930 Oddstad Blvd,PACIFICA,,,,,,,Design-Bid-Build,Y,,,,,
San Jose Police and Fire Tenant Improvement,$ 2980000,,SANTA CLARA,2025-09-01,,Fire/Police Station,City of San Jose Public Works,4085358300.0,"Alterations, New Project",855 N San Pedro St,SAN JOSE,,,,,,,Design-Bid-Build,Y,,,,,
River Islands Phase 2 Area 4 - Villages 11 & 12,$ 1000000 - $ 2999999,,SAN JOAQUIN,2025-09-01,,Storm Sewer,River Islands Development,2098797900.0,New Project,,Lathrop,,,,,,,Design-Bid-Build,Y,,,,,
New Cargo Building 626.1 Core & Shell Building,$ 84427637,Clark Construction,SAN MATEO,2025-09-01,,Freight Terminal,San Francisco International Airport,6504559031.0,New Project,San Francisco International Airport SWC of N McDonnell Rd & W Field Rd,SAN FRANCISCO,7144272800.0,611 Anton Blvd Ste 1100,Costa Mesa,,ORANGE,bids@clarkconstruction.com,Design/Build,Y,https://www.clarkconstruction.com/,,,,
2025 Local Streets Resurfacing West Pavement Measure,$ 10855000,,SANTA CLARA,2025-10-01,,Paving,City of San Jose,4085353500.0,"Alterations, New Project",,San Jose,,,,,,,Design-Bid-Build,Y,,,,,
House,$ 1200000,,CONTRA COSTA,,,Sale/Spec Homes,Christopher Mercado,,New Project,41 Cameron Ct,Danville,,,,,,,,,,,,,
Watsonville - Bridge St Road Improvements,$ 919769,,SANTA CRUZ,2025-09-01,,Paving,City of Watsonville,8317683462.0,"Alterations, New Project",Bridge St,WATSONVILLE,,,,,,,Design-Bid-Build,N,,,,,
Colby and Seahaven Tank Site Water Tank Replacements,$ 1300000,,SONOMA,2025-09-01,,Water Tank,Inverness Public Utility District,4156691414.0,"Alterations, New Project",Colby & Seahaven,LARKFIELD-WIKIUP,,,,,,,Design-Bid-Build,N,,,,,
Tracy Senior Living Apartments - Phase I,$ 3000000 - $ 4999999,,SAN JOAQUIN,2025-11-01,,Apartments/Condominiums 1-3 Stories,DCDC Tracy Senior Phase 1 LP,2094605065.0,New Project,301 West St,TRACY,,,,,,,,N,,,,,
MOTCO Berms Construction and Dredging,$ 8069000,Dutra Group,CONTRA COSTA,2025-09-01,,Dredging,US General Services Administration,4155036877.0,"Alterations, New Project",,BAY POINT,4152586876.0,2350 Kerner Blvd Ste 200,San Rafael,,MARIN,medde@dutragroup.com,Design-Bid-Build,Y,https://www.dutragroup.com/,,,,
Falcon Way Pavement Rehabilitation,$ 976902,,CONTRA COSTA,2025-10-01,,Paving,City of Hercules,5107998247.0,"Alterations, New Project",,HERCULES,,,,,,,Design-Bid-Build,Y,,,,,
CA/DOT: Fall Creek Drive Sidewalks Construction,$ 5300000,,SANTA CRUZ,2025-11-01,,Sidewalk/Parking Lot,State of California Department of Transportation,9166542852.0,"Alterations, New Project",Fall Creek Dr,FELTON,,,,,,,Design-Bid-Build,N,,,,,
Campus Wide Lighting Upgrade,$ 1342485,Edward W. Scott Electric Co.,SANTA CLARA,2025-09-01,,Roadway Lighting,Foothill DeAnza Community College District,6509497777.0,"Alterations, New Project",12345 El Monte Rd,LOS ALTOS HILLS,4158750132.0,500 W OHIO AVE,RICHMOND,,CONTRA COSTA,mdeleon@scottelectric.com,Design-Bid-Build,N,https://www.edwardwscottelectric.com/,,,,
Martinez - 2025/2026 Water Main Replacement,$ 3500000,,CONTRA COSTA,2025-09-01,,Water Line,City of Martinez,9253723502.0,"Alterations, New Project",Grandview Ave Highland Ave and Mellus Ave,MARTINEZ,,,,,,,Design-Bid-Build,Y,,,,,
Rock Creek Dr & Matanzas Way Sewer Water & Storm Drain Impr,$ 5030000,,SONOMA,2025-10-01,,Sanitary Sewer,City of Santa Rosa,7075433861.0,"Alterations, New Project",Rock Creek Dr Various Locations,SANTA ROSA,,,,,,,Design-Bid-Build,Y,,,,,
PUSD - Valley View ES Transitional Kindergarten Bldg Inc 2,$ 5000000 - $ 9999999,,ALAMEDA,2025-10-01,,Primary School,Pleasanton Unified School District,9254625500.0,"Alterations, New Project",480 Adams Way,PLEASANTON,,,,,,,Design-Bid-Build,N,,,,,
Estudillo Canal Tidegate Structure& South Levee Modification,$ 12400000,,ALAMEDA,2025-11-01,,Flood Control Dams,Alameda County,5106705268.0,"Alterations, New Project",Estudillo Canal South Levee,SAN LEANDRO,,,,,,,Design-Bid-Build,N,,,,,
Fy2026 Palo Alto Sidewalk Curb & Gutter,$ 1500000,,SANTA CLARA,2025-10-01,,Sidewalk/Parking Lot,City of Palo Alto Public Works,6503292271.0,"Alterations, New Project",,Palo Alto,,,,,,,Design-Bid-Build,N,,,,,
CA/DOT: Rte 25 Pavement Improvements,$ 4850000,,SANTA CLARA,2025-11-01,,Paving,State of California Department of Transportation,9166542852.0,"Alterations, New Project",Rte 25,SAN JOSE,,,,,,,Design-Bid-Build,N,,,,,
Ananta Senior Living Community,$ 15000000 - $ 24999999,W.E. O'Neil Construction Co.,SANTA CRUZ,2025-09-01,2026-11-01,Elderly/Assisted Living,Oppidan Investment Company,7604198032.0,New Project,102 Pelton Ave,SANTA CRUZ,9254662990.0,4309 Hacienda Dr Ste 530,Pleasanton,,ALAMEDA,ljurilla@weoneil.com,,N,,,,,
New Oak Hl Memorial Park Mausoleum Building,$ 2459427,Dorman Construction Inc,SANTA CLARA,2025-07-01,,Funeral/Interment Facility,,,New Project,300 Curtner Ave,SAN JOSE,5419840012.0,3555 GATEWAY ST STE 200,SPRINGFIELD,,LANE,nicks@dorman-const.com,,N,,,,,
Cotta Road Bridge Replacement,$ 2431040,,SAN JOAQUIN,2025-09-01,,Bridge,San Joaquin Co. Public Works,2094683000.0,"Alterations, New Project",W Cotta Rd,LODI,,,,,,,Design-Bid-Build,N,,,,,
Fire Station No.10 Design/Build,$ 6625000,"Arntz Builders, Inc.",MARIN,2025-09-01,,Fire/Police Station,Tiburon Fire Protection District,4154357200.0,New Project,4301 Paradise Dr,TIBURON,7078352900.0,431 Payran St,Petaluma,,SONOMA,bid@arntzbuilders.com,Design/Build,N,https://arntzbuilders.com/,,,,
Alameda Unified School District (AUSD) Singleton Warehouse,$ 1000000 - $ 2999999,,ALAMEDA,2025-07-01,,Warehouse,Alameda Unified School District,5103377090.0,New Project,250 Singleton Ave,ALAMEDA,,,,,,,Design-Bid-Build,N,,,,,
New Taco Bell Restaurant,$ 1750000,American Building Concept Inc,SANTA CLARA,2025-07-01,,Food/Beverage Service,,,New Project,18585 Skipper Ln,MORGAN HILL,2097722464.0,1919 Vista Del Lago Dr Ste J,Valley Springs,,CALAVERAS,,,N,http://www.americanbuildingconcept.com,,,,
SCUSD Inc 2 Modernization Group 1 Bracher Elementary,$ 3000000 - $ 4999999,,SANTA CLARA,,,Primary School,Santa Clara Unified School District,4084233244.0,New Project,2700 Chromite Dr,SANTA CLARA,,,,,,,Design-Bid-Build,N,,,,,
Eleventh Street Safety Improvements,$ 911000 - $ 1113300,,SAN JOAQUIN,2025-10-01,,Paving,"San Joaquin, County of",2094683000.0,"Alterations, New Project",Eleventh St,TRACY,,,,,,,Design-Bid-Build,Y,,,,,
New Mixed Use Building 1,$ 2670532,,SANTA CLARA,2025-07-01,,Apartments/Condominiums 1-3 Stories,City Ventures,9492587555.0,New Project,18459 Monterey Rd,MORGAN HILL,,,,,,,,N,,,,,
New Somerset Avenue Sidewalk,$ 11530000,Sposeto Engineering Inc,ALAMEDA,2025-06-01,,Sidewalk/Parking Lot,Alameda County Transportation Commission (ACTC),5102087400.0,"Alterations, New Project",Somerset Ave Lake Chabot Road and Redwood Road,CASTRO VALLEY,9254638788.0,5673 W Las Positas Blvd Ste 213,Pleasanton,,ALAMEDA,,Design-Bid-Build,N,,,,,
Oakmont Drive Pressure Regulating Valve Replacement,$ 520000,,SAN MATEO,2025-10-01,,Water Line,City of San Bruno,,"Alterations, New Project",Oakmont Dr,SAN BRUNO,,,,,,,Design-Bid-Build,N,,,,,
Concord - Newhall Park Water Quality Construction,$ 1300000,,CONTRA COSTA,2025-09-01,,Park/Playground,City of Concord Public Works,9256713028.0,"Alterations, New Project",1351 Newhall Pkwy,CONCORD,,,,,,,Design-Bid-Build,Y,,,,,
New Apartment Building,$ 3736439,Brookfield Calwest Builders Llc,SANTA CLARA,2025-05-01,,Apartments/Condominiums 1-3 Stories,,,New Project,921 933 More Ln,MORGAN HILL,7142001677.0,12865 Pointe Del Mar Way Ste 200,Del Mar,,SAN DIEGO,,,N,,,,,
"EBMUD Main WTP Digesters 7, 11, &12 Rehabilitation",$ 10000000 - $ 12000000,,ALAMEDA,2025-10-01,,Sewage Treatment Plant,East Bay Municipal Utility District,5102870454.0,"Alterations, New Project",2020 Wake Ave,OAKLAND,,,,,,,Design-Bid-Build,Y,,,,,
Sunflower Park Improvements,$ 1337215,"M3 Integrated Services, Inc.",SONOMA,2025-07-01,2025-12-01,Park/Playground,City of Cotati,7076654238.0,"Alterations, New Project",E Cotati Ave,COTATI,7077917884.0,3355 Regional Pkwy,Santa Rosa,,SONOMA,matt@m3-co.com,Design-Bid-Build,N,https://m3-co.com/,,,,
Discovery Builders Office Building & Warehouse I & II,$ 5000000 - $ 9999999,Tricorp Group Inc.,CONTRA COSTA,2025-09-01,,Office,Discovery Builders Inc,9254466131.0,New Project,1200 Center Dr,PITTSBURG,9167798010.0,2540 Warren Dr Ste A,Rocklin,,PLACER,bids@tricorp-group.com,Design-Bid-Build,N,https://tricorp-group.com,,,,
Wilson Storm Water Pump Station & Outfall Upgrades,$ 4672000,,SONOMA,2025-10-01,,Water Treatment Plant,City of Petaluma,7077784548.0,"Alterations, New Project",540 Lakeville St,PETALUMA,,,,,,,Design-Bid-Build,Y,,,,,
New Apartment Building,$ 2056911,,SANTA CLARA,2025-07-01,,Apartments/Condominiums 4  Stories,Tri Pointe Homes,8587942500.0,New Project,5962 Quantum Lp Lot 15,SAN JOSE,,,,,,,,N,,,,,
